Group Number,Group Unit,Group Skills,Group Preferences,Project Number,Project Units,Project Skills,Project Preferences,Allocated
42,10004,web development python genetic algorithms sql server express machine learning electrical engineering c,51 100 25,88,11522 10098,neural networks sdn research genetic algorithms matlab c#,29 38 34,0
42,10004,web development python genetic algorithms sql server express machine learning electrical engineering c,51 100 25,89,10098 9786,ui design statistical analysis rest database design kotlin electrical engineering,49 0 7,0
42,10004,web development python genetic algorithms sql server express machine learning electrical engineering c,51 100 25,90,10004 10004,linux vue.js scripting agile development kotlin machine learning,20 17 9,0
42,10004,web development python genetic algorithms sql server express machine learning electrical engineering c,51 100 25,91,10098 10098,machine learning kotlin github rest cad swift,16 6 2,0
42,10004,web development python genetic algorithms sql server express machine learning electrical engineering c,51 100 25,92,9786 10004,database administration statistical analysis cam database design cloud computing solutions  mobile app development,14 43 37,0
42,10004,web development python genetic algorithms sql server express machine learning electrical engineering c,51 100 25,93,9786 10098,cam robotics express javascript writing machine learning,29 5 22,0
42,10004,web development python genetic algorithms sql server express machine learning electrical engineering c,51 100 25,94,9786 10005,sql server javascript research database design asp.net node.js,44 42 4,0
42,10004,web development python genetic algorithms sql server express machine learning electrical engineering c,51 100 25,95,9785 11522,android studio perl javascript project management  cad r,2 45 44,0
42,10004,web development python genetic algorithms sql server express machine learning electrical engineering c,51 100 25,96,9785 9785,sdn electrical engineering github web development sql server github,7 15 20,0
42,10004,web development python genetic algorithms sql server express machine learning electrical engineering c,51 100 25,97,10004 9786,saas wordpress c++ writing database design robotics,36 18 14,0
42,10004,web development python genetic algorithms sql server express machine learning electrical engineering c,51 100 25,98,9786 9786,c saas mysql database design xml analysis,30 17 1,0
42,10004,web development python genetic algorithms sql server express machine learning electrical engineering c,51 100 25,99,10098 11522,community engagement  3d printing cad research machine learning sdn,14 21 9,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,0,10098 9785,agile development analysis perl github python mobile app development,42 35 27,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,1,10004 9785,javascript matlab sdn writing asp.net wordpress,28 42 0,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,2,9786 10098,database administration angular community engagement  statistical analysis c statistical analysis,14 6 17,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,3,10098 9786,ejs community engagement  hardware engineering writing genetic algorithms database administration,1 38 45,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,4,9785 11522,css javascript scripting mysql hardware engineering data visualization,7 9 11,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,5,9786 10098,ui design ejs sql server application development  qualitative research skills writing,8 47 29,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,6,11522 10098,cad database design node.js express python perl,22 41 46,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,7,9785 10004,cloud computing solutions  sql server analysis community engagement  agile development 3d printing,9 26 39,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,8,10098 10005,scripting kotlin cad rest database administration sdn,26 43 15,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,9,10005 10098,c linear algebra asp.net software development swift cad,17 40 40,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,10,10098 10005,database design analysis software development c# c c,4 15 36,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,11,11522 10005,web development html electrical engineering asp.net rest kotlin,15 32 39,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,12,9786 9785,ejs c++ cloud computing solutions  github cloud computing solutions  asp.net,8 8 29,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,13,10004 9786,agile development business analytics  node.js genetic algorithms c++ javascript,47 2 10,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,14,10098 10004,html sql server mysql xml sql server xml,0 50 14,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,15,9786 10005,database administration statistical analysis perl mysql android studio database administration,28 36 5,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,16,11522 10098,linux robotics express c++ writing express,47 41 40,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,17,11522 10098,swift business analytics  ui design database administration express express,35 44 46,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,18,9785 9786,github sdn robotics opensource concepts project management  perl,33 20 0,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,19,10005 10005,electrical engineering electrical engineering business analytics  scripting business analytics  opensource concepts,2 15 48,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,20,10005 11522,ui design saas linux database administration cad javascript,9 38 4,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,21,10098 10004,database design sdn mysql mongodb mobile app development r,39 19 50,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,22,11522 11522,c# mysql data visualization mongodb vue.js cloud computing solutions ,41 45 8,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,23,10005 9786,mysql c# rest cloud computing solutions  c# angular,4 13 41,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,24,9786 10004,business analytics  business analytics  vue.js android studio business analytics  database administration,44 32 40,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,25,9786 11522,sql server robotics express hardware engineering cad ejs,33 9 12,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,26,11522 10004,electrical engineering opensource concepts swift research machine learning perl,3 44 47,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,27,10005 9786,project management angular database administration cloud computing solutions  c# qualitative research skills,37 1 24,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,28,11522 10005,neural networks neural networks research data visualization express ui design,20 41 21,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,29,11522 11522,electrical engineering vue.js javascript perl robotics 3d printing,2 23 15,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,30,10004 10005,database administration statistical analysis perl linear algebra c machine learning,45 47 46,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,31,10098 9786,express 3d printing agile development statistical analysis mysql express,50 15 28,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,32,10005 10005,kotlin agile development robotics xml c++ cam,22 27 6,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,33,9785 10098,wordpress xml mysql c# data visualization python,25 32 11,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,34,9786 10005,kotlin javascript ejs 3d printing cloud computing solutions  sql server,29 3 37,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,35,10005 11522,r database design research database design opensource concepts database design,42 44 2,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,36,11522 10098,database design express kotlin robotics linux xml,40 32 43,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,37,9786 11522,javascript database administration wordpress 3d printing angular rest,27 50 23,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,38,9785 9785,sdn c data visualization opensource concepts web development neural networks,47 17 23,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,39,9785 11522,data visualization r rest express sql server angular,45 36 10,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,40,10004 11522,mobile app development writing database design business analytics  python electrical engineering,5 8 37,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,41,10005 10098,scripting linear algebra database administration xml cam angular,27 25 49,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,42,9786 10098,qualitative research skills c# neural networks research cloud computing solutions  express,24 18 7,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,43,10098 9786,python xml electrical engineering sdn hardware engineering swift,48 34 4,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,44,10004 9785,application development  perl 3d printing sql server database administration node.js,21 32 50,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,45,9786 10098,cad database administration github robotics android studio project management,9 19 41,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,46,10098 9786,express sdn project management  cam project management  html,28 39 31,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,47,9785 9785,mongodb sql server sql server express wordpress wordpress,7 15 45,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,48,9785 10004,electrical engineering c++ javascript data visualization community engagement  kotlin,30 24 34,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,49,10004 10005,css matlab swift cloud computing solutions  javascript angular,40 18 15,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,50,10005 10098,sdn vue.js ui design c application development  web development,12 13 36,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,51,10004 10004,agile development github data visualization genetic algorithms linear algebra neural networks,33 16 42,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,52,10005 11522,database design writing matlab community engagement  mobile app development sdn,44 8 9,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,53,9786 9785,application development  scripting application development  software development project management community engagement ,6 16 32,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,54,9786 9785,cloud computing solutions  mysql matlab c++ kotlin express,46 7 3,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,55,10004 11522,python xml opensource concepts cloud computing solutions  r scripting,35 33 1,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,56,10098 10005,hardware engineering python sdn agile development ui design mysql,26 30 25,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,57,10005 10004,writing linux android studio genetic algorithms mongodb vue.js,50 7 39,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,58,11522 10004,perl xml css software development application development  analysis,23 18 40,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,59,9786 11522,qualitative research skills c++ swift database administration ejs hardware engineering,34 48 46,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,60,11522 10098,linear algebra business analytics  perl community engagement  data visualization saas,13 5 42,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,61,10098 9786,linux cad analysis machine learning swift cloud computing solutions ,44 19 4,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,62,9785 10005,c# project management electrical engineering html application development  c++,28 24 16,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,63,10005 9786,genetic algorithms express business analytics  business analytics  linux electrical engineering,43 22 7,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,64,9785 10005,cad c++ r express vue.js linear algebra,16 46 27,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,65,10004 9786,business analytics  c python robotics hardware engineering python,20 49 43,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,66,10005 10004,perl ui design html c++ project management  writing,44 43 45,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,67,10005 10005,asp.net data visualization rest swift c++ mobile app development,25 44 30,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,68,11522 10005,machine learning electrical engineering community engagement  database design 3d printing project management ,6 30 25,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,69,9786 10098,linear algebra cam electrical engineering 3d printing electrical engineering analysis,34 17 3,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,70,11522 10005,r opensource concepts kotlin ui design robotics python,41 0 29,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,71,10004 10005,web development opensource concepts database administration c++ mongodb application development ,42 43 17,1
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,72,11522 10005,neural networks genetic algorithms mongodb software development software development qualitative research skills,10 10 24,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,73,9785 10098,opensource concepts asp.net xml 3d printing scripting node.js,0 6 31,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,74,10005 10004,community engagement  business analytics  web development kotlin cloud computing solutions  database design,11 28 37,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,75,10098 10098,linux qualitative research skills r c saas electrical engineering,10 16 28,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,76,11522 9785,sql server node.js rest web development ejs ejs,11 50 12,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,77,9785 9786,business analytics  angular neural networks scripting node.js 3d printing,24 27 15,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,78,10004 10005,xml mongodb express analysis mobile app development linear algebra,43 41 28,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,79,9785 11522,javascript xml ejs xml electrical engineering research,34 9 20,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,80,10005 10005,3d printing kotlin scripting cad 3d printing agile development,5 19 0,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,81,10005 10005,community engagement  linear algebra c# writing python agile development,18 34 42,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,82,10004 11522,cloud computing solutions  javascript angular linux agile development sql server,0 29 3,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,83,10004 10005,business analytics  mongodb linux asp.net c android studio,2 26 25,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,84,9785 9786,cam angular javascript ejs qualitative research skills css,21 6 15,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,85,10098 9786,software development xml database administration statistical analysis neural networks linear algebra,25 49 39,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,86,11522 10005,android studio mongodb hardware engineering ejs xml 3d printing,18 40 43,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,87,10005 11522,business analytics  xml web development perl android studio scripting,8 39 22,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,88,11522 10098,neural networks sdn research genetic algorithms matlab c#,29 38 34,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,89,10098 9786,ui design statistical analysis rest database design kotlin electrical engineering,49 0 7,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,90,10004 10004,linux vue.js scripting agile development kotlin machine learning,20 17 9,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,91,10098 10098,machine learning kotlin github rest cad swift,16 6 2,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,92,9786 10004,database administration statistical analysis cam database design cloud computing solutions  mobile app development,14 43 37,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,93,9786 10098,cam robotics express javascript writing machine learning,29 5 22,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,94,9786 10005,sql server javascript research database design asp.net node.js,44 42 4,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,95,9785 11522,android studio perl javascript project management  cad r,2 45 44,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,96,9785 9785,sdn electrical engineering github web development sql server github,7 15 20,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,97,10004 9786,saas wordpress c++ writing database design robotics,36 18 14,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,98,9786 9786,c saas mysql database design xml analysis,30 17 1,0
43,10005,neural networks python hardware engineering linux kotlin neural networks agile development project management ,24 71 29,99,10098 11522,community engagement  3d printing cad research machine learning sdn,14 21 9,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,0,10098 9785,agile development analysis perl github python mobile app development,42 35 27,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,1,10004 9785,javascript matlab sdn writing asp.net wordpress,28 42 0,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,2,9786 10098,database administration angular community engagement  statistical analysis c statistical analysis,14 6 17,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,3,10098 9786,ejs community engagement  hardware engineering writing genetic algorithms database administration,1 38 45,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,4,9785 11522,css javascript scripting mysql hardware engineering data visualization,7 9 11,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,5,9786 10098,ui design ejs sql server application development  qualitative research skills writing,8 47 29,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,6,11522 10098,cad database design node.js express python perl,22 41 46,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,7,9785 10004,cloud computing solutions  sql server analysis community engagement  agile development 3d printing,9 26 39,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,8,10098 10005,scripting kotlin cad rest database administration sdn,26 43 15,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,9,10005 10098,c linear algebra asp.net software development swift cad,17 40 40,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,10,10098 10005,database design analysis software development c# c c,4 15 36,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,11,11522 10005,web development html electrical engineering asp.net rest kotlin,15 32 39,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,12,9786 9785,ejs c++ cloud computing solutions  github cloud computing solutions  asp.net,8 8 29,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,13,10004 9786,agile development business analytics  node.js genetic algorithms c++ javascript,47 2 10,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,14,10098 10004,html sql server mysql xml sql server xml,0 50 14,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,15,9786 10005,database administration statistical analysis perl mysql android studio database administration,28 36 5,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,16,11522 10098,linux robotics express c++ writing express,47 41 40,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,17,11522 10098,swift business analytics  ui design database administration express express,35 44 46,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,18,9785 9786,github sdn robotics opensource concepts project management  perl,33 20 0,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,19,10005 10005,electrical engineering electrical engineering business analytics  scripting business analytics  opensource concepts,2 15 48,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,20,10005 11522,ui design saas linux database administration cad javascript,9 38 4,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,21,10098 10004,database design sdn mysql mongodb mobile app development r,39 19 50,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,22,11522 11522,c# mysql data visualization mongodb vue.js cloud computing solutions ,41 45 8,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,23,10005 9786,mysql c# rest cloud computing solutions  c# angular,4 13 41,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,24,9786 10004,business analytics  business analytics  vue.js android studio business analytics  database administration,44 32 40,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,25,9786 11522,sql server robotics express hardware engineering cad ejs,33 9 12,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,26,11522 10004,electrical engineering opensource concepts swift research machine learning perl,3 44 47,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,27,10005 9786,project management angular database administration cloud computing solutions  c# qualitative research skills,37 1 24,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,28,11522 10005,neural networks neural networks research data visualization express ui design,20 41 21,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,29,11522 11522,electrical engineering vue.js javascript perl robotics 3d printing,2 23 15,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,30,10004 10005,database administration statistical analysis perl linear algebra c machine learning,45 47 46,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,31,10098 9786,express 3d printing agile development statistical analysis mysql express,50 15 28,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,32,10005 10005,kotlin agile development robotics xml c++ cam,22 27 6,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,33,9785 10098,wordpress xml mysql c# data visualization python,25 32 11,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,34,9786 10005,kotlin javascript ejs 3d printing cloud computing solutions  sql server,29 3 37,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,35,10005 11522,r database design research database design opensource concepts database design,42 44 2,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,36,11522 10098,database design express kotlin robotics linux xml,40 32 43,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,37,9786 11522,javascript database administration wordpress 3d printing angular rest,27 50 23,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,38,9785 9785,sdn c data visualization opensource concepts web development neural networks,47 17 23,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,39,9785 11522,data visualization r rest express sql server angular,45 36 10,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,40,10004 11522,mobile app development writing database design business analytics  python electrical engineering,5 8 37,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,41,10005 10098,scripting linear algebra database administration xml cam angular,27 25 49,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,42,9786 10098,qualitative research skills c# neural networks research cloud computing solutions  express,24 18 7,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,43,10098 9786,python xml electrical engineering sdn hardware engineering swift,48 34 4,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,44,10004 9785,application development  perl 3d printing sql server database administration node.js,21 32 50,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,45,9786 10098,cad database administration github robotics android studio project management,9 19 41,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,46,10098 9786,express sdn project management  cam project management  html,28 39 31,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,47,9785 9785,mongodb sql server sql server express wordpress wordpress,7 15 45,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,48,9785 10004,electrical engineering c++ javascript data visualization community engagement  kotlin,30 24 34,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,49,10004 10005,css matlab swift cloud computing solutions  javascript angular,40 18 15,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,50,10005 10098,sdn vue.js ui design c application development  web development,12 13 36,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,51,10004 10004,agile development github data visualization genetic algorithms linear algebra neural networks,33 16 42,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,52,10005 11522,database design writing matlab community engagement  mobile app development sdn,44 8 9,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,53,9786 9785,application development  scripting application development  software development project management community engagement ,6 16 32,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,54,9786 9785,cloud computing solutions  mysql matlab c++ kotlin express,46 7 3,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,55,10004 11522,python xml opensource concepts cloud computing solutions  r scripting,35 33 1,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,56,10098 10005,hardware engineering python sdn agile development ui design mysql,26 30 25,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,57,10005 10004,writing linux android studio genetic algorithms mongodb vue.js,50 7 39,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,58,11522 10004,perl xml css software development application development  analysis,23 18 40,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,59,9786 11522,qualitative research skills c++ swift database administration ejs hardware engineering,34 48 46,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,60,11522 10098,linear algebra business analytics  perl community engagement  data visualization saas,13 5 42,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,61,10098 9786,linux cad analysis machine learning swift cloud computing solutions ,44 19 4,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,62,9785 10005,c# project management electrical engineering html application development  c++,28 24 16,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,63,10005 9786,genetic algorithms express business analytics  business analytics  linux electrical engineering,43 22 7,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,64,9785 10005,cad c++ r express vue.js linear algebra,16 46 27,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,65,10004 9786,business analytics  c python robotics hardware engineering python,20 49 43,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,66,10005 10004,perl ui design html c++ project management  writing,44 43 45,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,67,10005 10005,asp.net data visualization rest swift c++ mobile app development,25 44 30,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,68,11522 10005,machine learning electrical engineering community engagement  database design 3d printing project management ,6 30 25,0
44,10098,javascript wordpress html project management  vue.js wordpress linear algebra hardware engineering,46 69 83,69,9786 10098,linear algebra cam electrical engineering 3d printing electrical engineering analysis,34 17 3,1
